County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
57 - Yolo,1/14/2016,In Closure,$1181659.00,4,Greater Sacramento Counties
01 - Alameda,1/28/2016,In Review,$138883672.00,58,Bay Area Counties
01 - Alameda,1/28/2016,Pending Construction,$74468579.00,99,Bay Area Counties
01 - Alameda,1/28/2016,In Construction,$533710926.00,139,Bay Area Counties
01 - Alameda,1/28/2016,In Closure,$67690424.00,80,Bay Area Counties
07 - Contra Costa,1/28/2016,In Review,$26366725.00,24,Bay Area Counties
07 - Contra Costa,1/28/2016,Pending Construction,$12266624.00,31,Bay Area Counties
07 - Contra Costa,1/28/2016,In Construction,$40410573.00,58,Bay Area Counties
07 - Contra Costa,1/28/2016,In Closure,$12503462.00,37,Bay Area Counties
09 - El Dorado,1/28/2016,In Review,$5553853.00,5,Greater Sacramento Counties
09 - El Dorado,1/28/2016,Pending Construction,$116380.00,2,Greater Sacramento Counties
09 - El Dorado,1/28/2016,In Construction,$14442841.00,13,Greater Sacramento Counties
09 - El Dorado,1/28/2016,In Closure,$223815.00,3,Greater Sacramento Counties
19 - Los Angeles,1/28/2016,In Review,$506409769.00,523,Greater Los Angeles Counties
19 - Los Angeles,1/28/2016,Pending Construction,$206196568.00,458,Greater Los Angeles Counties
19 - Los Angeles,1/28/2016,In Construction,$950879094.00,873,Greater Los Angeles Counties
19 - Los Angeles,1/28/2016,In Closure,$1135476028.00,474,Greater Los Angeles Counties
21 - Marin,1/28/2016,In Review,$222961982.00,18,Bay Area Counties
21 - Marin,1/28/2016,Pending Construction,$6693790.00,19,Bay Area Counties
21 - Marin,1/28/2016,In Construction,$86131415.00,29,Bay Area Counties
21 - Marin,1/28/2016,In Closure,$19058345.00,12,Bay Area Counties
28 - Napa,1/28/2016,In Review,$3325707.00,27,Bay Area Counties
28 - Napa,1/28/2016,Pending Construction,$937764.00,11,Bay Area Counties
28 - Napa,1/28/2016,In Construction,$3463388.00,17,Bay Area Counties
28 - Napa,1/28/2016,In Closure,$85258250.00,14,Bay Area Counties
30 - Orange,1/28/2016,In Review,$106698001.00,83,Greater Los Angeles Counties
30 - Orange,1/28/2016,Pending Construction,$13553959.00,53,Greater Los Angeles Counties
30 - Orange,1/28/2016,In Construction,$105253130.00,188,Greater Los Angeles Counties
30 - Orange,1/28/2016,In Closure,$51868351.00,166,Greater Los Angeles Counties
31 - Placer,1/28/2016,In Review,$2650221.00,16,Greater Sacramento Counties
31 - Placer,1/28/2016,Pending Construction,$1011695.00,10,Greater Sacramento Counties
31 - Placer,1/28/2016,In Construction,$16615202.00,36,Greater Sacramento Counties
31 - Placer,1/28/2016,In Closure,$19487632.00,24,Greater Sacramento Counties
34 - Sacramento,1/28/2016,In Review,$82282497.00,49,Greater Sacramento Counties
34 - Sacramento,1/28/2016,Pending Construction,$126625651.00,70,Greater Sacramento Counties
34 - Sacramento,1/28/2016,In Construction,$297656485.00,129,Greater Sacramento Counties
34 - Sacramento,1/28/2016,In Closure,$128449911.00,71,Greater Sacramento Counties
38 - San Francisco,1/28/2016,In Review,$419797856.00,47,Bay Area Counties
38 - San Francisco,1/28/2016,Pending Construction,$35405094.00,42,Bay Area Counties
38 - San Francisco,1/28/2016,In Construction,$1237264948.00,136,Bay Area Counties
38 - San Francisco,1/28/2016,In Closure,$400773596.00,27,Bay Area Counties
41 - San Mateo,1/28/2016,In Review,$9793173.00,22,Bay Area Counties
41 - San Mateo,1/28/2016,Pending Construction,$139481174.00,40,Bay Area Counties
41 - San Mateo,1/28/2016,In Construction,$53434496.00,32,Bay Area Counties
41 - San Mateo,1/28/2016,In Closure,$6826800.00,17,Bay Area Counties
43 - Santa Clara,1/28/2016,In Review,$244406351.00,83,Bay Area Counties
43 - Santa Clara,1/28/2016,Pending Construction,$38312070.00,56,Bay Area Counties
43 - Santa Clara,1/28/2016,In Construction,$1690175123.00,126,Bay Area Counties
43 - Santa Clara,1/28/2016,In Closure,$145358660.00,42,Bay Area Counties
48 - Solano,1/28/2016,In Review,$58972045.00,15,Bay Area Counties
48 - Solano,1/28/2016,Pending Construction,$1006797.00,9,Bay Area Counties
48 - Solano,1/28/2016,In Construction,$46009170.00,32,Bay Area Counties
48 - Solano,1/28/2016,In Closure,$9438085.00,27,Bay Area Counties
49 - Sonoma,1/28/2016,In Review,$11387896.00,29,Bay Area Counties
49 - Sonoma,1/28/2016,Pending Construction,$1230506.00,16,Bay Area Counties
49 - Sonoma,1/28/2016,In Construction,$18002250.00,64,Bay Area Counties
49 - Sonoma,1/28/2016,In Closure,$133702516.00,39,Bay Area Counties
56 - Ventura,1/28/2016,In Review,$76160507.00,44,Greater Los Angeles Counties
56 - Ventura,1/28/2016,Pending Construction,$20915268.00,32,Greater Los Angeles Counties
56 - Ventura,1/28/2016,In Construction,$553514338.00,75,Greater Los Angeles Counties
56 - Ventura,1/28/2016,In Closure,$44491052.00,33,Greater Los Angeles Counties
57 - Yolo,1/28/2016,In Review,$3770500.00,4,Greater Sacramento Counties
57 - Yolo,1/28/2016,Pending Construction,$2773312.00,11,Greater Sacramento Counties
57 - Yolo,1/28/2016,In Construction,$4584316.00,13,Greater Sacramento Counties
57 - Yolo,1/28/2016,In Closure,$1181659.00,4,Greater Sacramento Counties
01 - Alameda,2/11/2016,In Review,$139091780.00,54,Bay Area Counties
01 - Alameda,2/11/2016,Pending Construction,$75041471.00,104,Bay Area Counties
01 - Alameda,2/11/2016,In Construction,$533422846.00,133,Bay Area Counties
01 - Alameda,2/11/2016,In Closure,$27471696.00,60,Bay Area Counties
07 - Contra Costa,2/11/2016,In Review,$26382725.00,23,Bay Area Counties
07 - Contra Costa,2/11/2016,Pending Construction,$12413251.00,33,Bay Area Counties
07 - Contra Costa,2/11/2016,In Construction,$40414573.00,58,Bay Area Counties
07 - Contra Costa,2/11/2016,In Closure,$8688359.00,37,Bay Area Counties
09 - El Dorado,2/11/2016,In Review,$5553853.00,5,Greater Sacramento Counties
09 - El Dorado,2/11/2016,Pending Construction,$116380.00,2,Greater Sacramento Counties
09 - El Dorado,2/11/2016,In Construction,$14432841.00,12,Greater Sacramento Counties
09 - El Dorado,2/11/2016,In Closure,$223815.00,3,Greater Sacramento Counties
19 - Los Angeles,2/11/2016,In Review,$503821056.00,530,Greater Los Angeles Counties
19 - Los Angeles,2/11/2016,Pending Construction,$202101220.00,440,Greater Los Angeles Counties
19 - Los Angeles,2/11/2016,In Construction,$955116009.00,884,Greater Los Angeles Counties
19 - Los Angeles,2/11/2016,In Closure,$810985631.00,406,Greater Los Angeles Counties
21 - Marin,2/11/2016,In Review,$223013868.00,18,Bay Area Counties
21 - Marin,2/11/2016,Pending Construction,$6669790.00,18,Bay Area Counties
21 - Marin,2/11/2016,In Construction,$83598901.00,30,Bay Area Counties
21 - Marin,2/11/2016,In Closure,$21692802.00,13,Bay Area Counties
28 - Napa,2/11/2016,In Review,$3325707.00,27,Bay Area Counties
28 - Napa,2/11/2016,Pending Construction,$662314.00,10,Bay Area Counties
28 - Napa,2/11/2016,In Construction,$3730838.00,17,Bay Area Counties
28 - Napa,2/11/2016,In Closure,$85266265.00,15,Bay Area Counties
30 - Orange,2/11/2016,In Review,$105842354.00,82,Greater Los Angeles Counties
30 - Orange,2/11/2016,Pending Construction,$13351736.00,54,Greater Los Angeles Counties
30 - Orange,2/11/2016,In Construction,$103245966.00,187,Greater Los Angeles Counties
30 - Orange,2/11/2016,In Closure,$41527486.00,127,Greater Los Angeles Counties
31 - Placer,2/11/2016,In Review,$2635721.00,15,Greater Sacramento Counties
31 - Placer,2/11/2016,Pending Construction,$725686.00,8,Greater Sacramento Counties
31 - Placer,2/11/2016,In Construction,$17039039.00,37,Greater Sacramento Counties
31 - Placer,2/11/2016,In Closure,$19526382.00,25,Greater Sacramento Counties
34 - Sacramento,2/11/2016,In Review,$81018976.00,50,Greater Sacramento Counties
34 - Sacramento,2/11/2016,Pending Construction,$127101129.00,65,Greater Sacramento Counties
34 - Sacramento,2/11/2016,In Construction,$297704597.00,132,Greater Sacramento Counties
34 - Sacramento,2/11/2016,In Closure,$129144917.00,77,Greater Sacramento Counties
38 - San Francisco,2/11/2016,In Review,$419114856.00,49,Bay Area Counties
38 - San Francisco,2/11/2016,Pending Construction,$13845917.00,35,Bay Area Counties
38 - San Francisco,2/11/2016,In Construction,$1251619243.00,136,Bay Area Counties
38 - San Francisco,2/11/2016,In Closure,$409625605.00,35,Bay Area Counties
41 - San Mateo,2/11/2016,In Review,$10366120.00,25,Bay Area Counties
41 - San Mateo,2/11/2016,Pending Construction,$139550735.00,40,Bay Area Counties
41 - San Mateo,2/11/2016,In Construction,$53425986.00,32,Bay Area Counties
41 - San Mateo,2/11/2016,In Closure,$2251249.00,15,Bay Area Counties
43 - Santa Clara,2/11/2016,In Review,$242184474.00,80,Bay Area Counties
43 - Santa Clara,2/11/2016,Pending Construction,$20214975.00,51,Bay Area Counties
43 - Santa Clara,2/11/2016,In Construction,$1715632905.00,133,Bay Area Counties
43 - Santa Clara,2/11/2016,In Closure,$138166445.00,35,Bay Area Counties
48 - Solano,2/11/2016,In Review,$58992645.00,16,Bay Area Counties
48 - Solano,2/11/2016,Pending Construction,$1006797.00,9,Bay Area Counties
48 - Solano,2/11/2016,In Construction,$46109670.00,32,Bay Area Counties
48 - Solano,2/11/2016,In Closure,$9438085.00,27,Bay Area Counties
49 - Sonoma,2/11/2016,In Review,$10851796.00,24,Bay Area Counties
49 - Sonoma,2/11/2016,Pending Construction,$1774406.00,19,Bay Area Counties
49 - Sonoma,2/11/2016,In Construction,$18147250.00,67,Bay Area Counties
49 - Sonoma,2/11/2016,In Closure,$133702516.00,39,Bay Area Counties
56 - Ventura,2/11/2016,In Review,$75780507.00,43,Greater Los Angeles Counties
56 - Ventura,2/11/2016,Pending Construction,$21206668.00,31,Greater Los Angeles Counties
56 - Ventura,2/11/2016,In Construction,$553599838.00,77,Greater Los Angeles Counties
56 - Ventura,2/11/2016,In Closure,$37257032.00,26,Greater Los Angeles Counties
57 - Yolo,2/11/2016,In Review,$3770500.00,4,Greater Sacramento Counties
57 - Yolo,2/11/2016,Pending Construction,$597557.00,10,Greater Sacramento Counties
57 - Yolo,2/11/2016,In Construction,$7080969.00,15,Greater Sacramento Counties
57 - Yolo,2/11/2016,In Closure,$1181659.00,4,Greater Sacramento Counties
01 - Alameda,2/29/2016,In Review,$147747527.00,47,Bay Area Counties
01 - Alameda,2/29/2016,Pending Construction,$72859310.00,91,Bay Area Counties
01 - Alameda,2/29/2016,In Construction,$529530477.00,124,Bay Area Counties
01 - Alameda,2/29/2016,In Closure,$26666187.00,73,Bay Area Counties
07 - Contra Costa,2/29/2016,In Review,$31054425.00,31,Bay Area Counties
07 - Contra Costa,2/29/2016,Pending Construction,$8962251.00,32,Bay Area Counties
07 - Contra Costa,2/29/2016,In Construction,$47854956.00,59,Bay Area Counties
07 - Contra Costa,2/29/2016,In Closure,$8742365.00,38,Bay Area Counties
09 - El Dorado,2/29/2016,In Review,$5862988.00,8,Greater Sacramento Counties
09 - El Dorado,2/29/2016,Pending Construction,$116380.00,2,Greater Sacramento Counties
09 - El Dorado,2/29/2016,In Construction,$14168255.00,10,Greater Sacramento Counties
09 - El Dorado,2/29/2016,In Closure,$488401.00,5,Greater Sacramento Counties
19 - Los Angeles,2/29/2016,In Review,$482827554.00,518,Greater Los Angeles Counties
19 - Los Angeles,2/29/2016,Pending Construction,$194741372.00,418,Greater Los Angeles Counties
19 - Los Angeles,2/29/2016,In Construction,$768036570.00,863,Greater Los Angeles Counties
19 - Los Angeles,2/29/2016,In Closure,$704633895.00,382,Greater Los Angeles Counties
21 - Marin,2/29/2016,In Review,$246241974.00,20,Bay Area Counties
21 - Marin,2/29/2016,Pending Construction,$6699790.00,19,Bay Area Counties
21 - Marin,2/29/2016,In Construction,$60392058.00,30,Bay Area Counties
21 - Marin,2/29/2016,In Closure,$21692802.00,13,Bay Area Counties
28 - Napa,2/29/2016,In Review,$3796027.00,23,Bay Area Counties
28 - Napa,2/29/2016,Pending Construction,$946994.00,14,Bay Area Counties
28 - Napa,2/29/2016,In Construction,$3592338.00,16,Bay Area Counties
28 - Napa,2/29/2016,In Closure,$85464277.00,16,Bay Area Counties
30 - Orange,2/29/2016,In Review,$105813217.00,86,Greater Los Angeles Counties
30 - Orange,2/29/2016,Pending Construction,$13445906.00,50,Greater Los Angeles Counties
30 - Orange,2/29/2016,In Construction,$97855896.00,185,Greater Los Angeles Counties
30 - Orange,2/29/2016,In Closure,$33680678.00,113,Greater Los Angeles Counties
31 - Placer,2/29/2016,In Review,$1688721.00,12,Greater Sacramento Counties
31 - Placer,2/29/2016,Pending Construction,$1697686.00,11,Greater Sacramento Counties
31 - Placer,2/29/2016,In Construction,$16670104.00,34,Greater Sacramento Counties
31 - Placer,2/29/2016,In Closure,$13467988.00,27,Greater Sacramento Counties
34 - Sacramento,2/29/2016,In Review,$84095435.00,54,Greater Sacramento Counties
34 - Sacramento,2/29/2016,Pending Construction,$126219789.00,72,Greater Sacramento Counties
34 - Sacramento,2/29/2016,In Construction,$216903938.00,122,Greater Sacramento Counties
34 - Sacramento,2/29/2016,In Closure,$230376542.00,88,Greater Sacramento Counties
38 - San Francisco,2/29/2016,In Review,$419241856.00,45,Bay Area Counties
38 - San Francisco,2/29/2016,Pending Construction,$13194917.00,38,Bay Area Counties
38 - San Francisco,2/29/2016,In Construction,$1250171407.00,129,Bay Area Counties
38 - San Francisco,2/29/2016,In Closure,$414436125.00,43,Bay Area Counties
41 - San Mateo,2/29/2016,In Review,$9733231.00,19,Bay Area Counties
41 - San Mateo,2/29/2016,Pending Construction,$139448266.00,43,Bay Area Counties
41 - San Mateo,2/29/2016,In Construction,$53549119.00,29,Bay Area Counties
41 - San Mateo,2/29/2016,In Closure,$2954057.00,21,Bay Area Counties
43 - Santa Clara,2/29/2016,In Review,$244487388.00,79,Bay Area Counties
43 - Santa Clara,2/29/2016,Pending Construction,$20281974.00,50,Bay Area Counties
43 - Santa Clara,2/29/2016,In Construction,$1715303250.00,133,Bay Area Counties
43 - Santa Clara,2/29/2016,In Closure,$138720925.00,40,Bay Area Counties
48 - Solano,2/29/2016,In Review,$58897645.00,14,Bay Area Counties
48 - Solano,2/29/2016,Pending Construction,$1027397.00,10,Bay Area Counties
48 - Solano,2/29/2016,In Construction,$34004167.00,29,Bay Area Counties
48 - Solano,2/29/2016,In Closure,$22847755.00,30,Bay Area Counties
49 - Sonoma,2/29/2016,In Review,$10824517.00,23,Bay Area Counties
49 - Sonoma,2/29/2016,Pending Construction,$1930209.00,24,Bay Area Counties
49 - Sonoma,2/29/2016,In Construction,$18136250.00,67,Bay Area Counties
49 - Sonoma,2/29/2016,In Closure,$133702516.00,39,Bay Area Counties
56 - Ventura,2/29/2016,In Review,$63060308.00,42,Greater Los Angeles Counties
56 - Ventura,2/29/2016,Pending Construction,$15547583.00,28,Greater Los Angeles Counties
56 - Ventura,2/29/2016,In Construction,$571883185.00,77,Greater Los Angeles Counties
56 - Ventura,2/29/2016,In Closure,$37825321.00,27,Greater Los Angeles Counties
57 - Yolo,2/29/2016,In Review,$3764500.00,3,Greater Sacramento Counties
57 - Yolo,2/29/2016,Pending Construction,$603557.00,11,Greater Sacramento Counties
57 - Yolo,2/29/2016,In Construction,$7080969.00,15,Greater Sacramento Counties
57 - Yolo,2/29/2016,In Closure,$1181659.00,4,Greater Sacramento Counties
01 - Alameda,3/10/2016,In Review,$147747527.00,47,Bay Area Counties
01 - Alameda,3/10/2016,Pending Construction,$72859310.00,91,Bay Area Counties
01 - Alameda,3/10/2016,In Construction,$529530477.00,124,Bay Area Counties
01 - Alameda,3/10/2016,In Closure,$26666187.00,73,Bay Area Counties
07 - Contra Costa,3/10/2016,In Review,$31054425.00,31,Bay Area Counties
07 - Contra Costa,3/10/2016,Pending Construction,$8962251.00,32,Bay Area Counties
07 - Contra Costa,3/10/2016,In Construction,$47854956.00,59,Bay Area Counties
07 - Contra Costa,3/10/2016,In Closure,$8742365.00,38,Bay Area Counties
09 - El Dorado,3/10/2016,In Review,$5862988.00,8,Greater Sacramento Counties
09 - El Dorado,3/10/2016,Pending Construction,$116380.00,2,Greater Sacramento Counties
09 - El Dorado,3/10/2016,In Construction,$14168255.00,10,Greater Sacramento Counties
09 - El Dorado,3/10/2016,In Closure,$488401.00,5,Greater Sacramento Counties
19 - Los Angeles,3/10/2016,In Review,$482827554.00,518,Greater Los Angeles Counties
19 - Los Angeles,3/10/2016,Pending Construction,$194741372.00,418,Greater Los Angeles Counties
19 - Los Angeles,3/10/2016,In Construction,$768036570.00,863,Greater Los Angeles Counties
19 - Los Angeles,3/10/2016,In Closure,$704633895.00,382,Greater Los Angeles Counties
21 - Marin,3/10/2016,In Review,$246241974.00,20,Bay Area Counties
21 - Marin,3/10/2016,Pending Construction,$6699790.00,19,Bay Area Counties
21 - Marin,3/10/2016,In Construction,$60392058.00,30,Bay Area Counties
21 - Marin,3/10/2016,In Closure,$21692802.00,13,Bay Area Counties
28 - Napa,3/10/2016,In Review,$3796027.00,23,Bay Area Counties
28 - Napa,3/10/2016,Pending Construction,$946994.00,14,Bay Area Counties
28 - Napa,3/10/2016,In Construction,$3592338.00,16,Bay Area Counties
28 - Napa,3/10/2016,In Closure,$85464277.00,16,Bay Area Counties
30 - Orange,3/10/2016,In Review,$105813217.00,86,Greater Los Angeles Counties
30 - Orange,3/10/2016,Pending Construction,$13445906.00,50,Greater Los Angeles Counties
30 - Orange,3/10/2016,In Construction,$97855896.00,185,Greater Los Angeles Counties
30 - Orange,3/10/2016,In Closure,$33680678.00,113,Greater Los Angeles Counties
31 - Placer,3/10/2016,In Review,$1688721.00,12,Greater Sacramento Counties
31 - Placer,3/10/2016,Pending Construction,$1697686.00,11,Greater Sacramento Counties
31 - Placer,3/10/2016,In Construction,$16670104.00,34,Greater Sacramento Counties
31 - Placer,3/10/2016,In Closure,$13467988.00,27,Greater Sacramento Counties
34 - Sacramento,3/10/2016,In Review,$84095435.00,54,Greater Sacramento Counties
34 - Sacramento,3/10/2016,Pending Construction,$126219789.00,72,Greater Sacramento Counties
34 - Sacramento,3/10/2016,In Construction,$216903938.00,122,Greater Sacramento Counties
34 - Sacramento,3/10/2016,In Closure,$230376542.00,88,Greater Sacramento Counties
38 - San Francisco,3/10/2016,In Review,$419241856.00,45,Bay Area Counties
38 - San Francisco,3/10/2016,Pending Construction,$13194917.00,38,Bay Area Counties
38 - San Francisco,3/10/2016,In Construction,$1250171407.00,129,Bay Area Counties
38 - San Francisco,3/10/2016,In Closure,$414436125.00,43,Bay Area Counties
41 - San Mateo,3/10/2016,In Review,$9733231.00,19,Bay Area Counties
41 - San Mateo,3/10/2016,Pending Construction,$139448266.00,43,Bay Area Counties
