"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20154","2015Q4","111","Residential building","Base 2015=100","100.160435416783"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20154","2015Q4","112","Non-residential building","Base 2015=100","99.5721737035636"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20154","2015Q4","12","Civil engineering","Base 2015=100","98.0683796233918"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20161","2016Q1","-","All building and construction","Base 2015=100","102.101981671785"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20161","2016Q1","11","Building (excluding civil engineering)","Base 2015=100","102.688284114099"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20161","2016Q1","111","Residential building","Base 2015=100","114.250186937606"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20161","2016Q1","112","Non-residential building","Base 2015=100","101.974242460527"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20161","2016Q1","12","Civil engineering","Base 2015=100","96.1162039692901"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20162","2016Q2","-","All building and construction","Base 2015=100","109.663307146741"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20162","2016Q2","11","Building (excluding civil engineering)","Base 2015=100","110.057109972641"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20162","2016Q2","111","Residential building","Base 2015=100","129.650401926383"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20162","2016Q2","112","Non-residential building","Base 2015=100","109.151463092641"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20162","2016Q2","12","Civil engineering","Base 2015=100","107.666858131488"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20163","2016Q3","-","All building and construction","Base 2015=100","114.021398222613"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20163","2016Q3","11","Building (excluding civil engineering)","Base 2015=100","116.546848796451"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20163","2016Q3","111","Residential building","Base 2015=100","124.568220844535"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20163","2016Q3","112","Non-residential building","Base 2015=100","113.912603364111"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20163","2016Q3","12","Civil engineering","Base 2015=100","106.496832267074"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20164","2016Q4","-","All building and construction","Base 2015=100","114.110299267847"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20164","2016Q4","11","Building (excluding civil engineering)","Base 2015=100","116.457982420095"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20164","2016Q4","111","Residential building","Base 2015=100","127.708518980138"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20164","2016Q4","112","Non-residential building","Base 2015=100","113.809610425886"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20164","2016Q4","12","Civil engineering","Base 2015=100","102.870495764629"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20171","2017Q1","-","All building and construction","Base 2015=100","127.523556979307"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20171","2017Q1","11","Building (excluding civil engineering)","Base 2015=100","128.107125363383"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20171","2017Q1","111","Residential building","Base 2015=100","133.445170510177"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20171","2017Q1","112","Non-residential building","Base 2015=100","130.323506335622"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20171","2017Q1","12","Civil engineering","Base 2015=100","105.79065397531"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20172","2017Q2","-","All building and construction","Base 2015=100","121.484232900869"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20172","2017Q2","11","Building (excluding civil engineering)","Base 2015=100","128.417512382517"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20172","2017Q2","111","Residential building","Base 2015=100","141.165910435184"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20172","2017Q2","112","Non-residential building","Base 2015=100","123.996671360968"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20172","2017Q2","12","Civil engineering","Base 2015=100","101.761749942218"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","-","All building and construction","Base 2015=100","124.50851477117"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","11","Building (excluding civil engineering)","Base 2015=100","128.179337350297"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","111","Residential building","Base 2015=100","157.281369399554"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","112","Non-residential building","Base 2015=100","122.685865832159"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20173","2017Q3","12","Civil engineering","Base 2015=100","111.038745785331"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","-","All building and construction","Base 2015=100","131.737217989996"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","11","Building (excluding civil engineering)","Base 2015=100","135.691828079165"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","111","Residential building","Base 2015=100","152.276791863275"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","112","Non-residential building","Base 2015=100","132.833502864121"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20174","2017Q4","12","Civil engineering","Base 2015=100","115.072472237923"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","-","All building and construction","Base 2015=100","137.857030061284"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","11","Building (excluding civil engineering)","Base 2015=100","142.249298640448"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","111","Residential building","Base 2015=100","152.009750526699"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","112","Non-residential building","Base 2015=100","139.966590898781"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20181","2018Q1","12","Civil engineering","Base 2015=100","120.526645846563"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","-","All building and construction","Base 2015=100","144.092631572758"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","11","Building (excluding civil engineering)","Base 2015=100","148.803665342433"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","111","Residential building","Base 2015=100","152.312681471506"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","112","Non-residential building","Base 2015=100","149.439365525758"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20182","2018Q2","12","Civil engineering","Base 2015=100","111.413237850665"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","-","All building and construction","Base 2015=100","146.75998933912"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","11","Building (excluding civil engineering)","Base 2015=100","150.740156272507"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","111","Residential building","Base 2015=100","148.944223663418"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","112","Non-residential building","Base 2015=100","151.596396412744"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20183","2018Q3","12","Civil engineering","Base 2015=100","130.481122631251"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","-","All building and construction","Base 2015=100","150.370124846302"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","11","Building (excluding civil engineering)","Base 2015=100","153.879778827959"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20184","2018Q4","111","Residential building","Base 2015=100","148.637909158685"
